Model,h(m),hw(m),Alpha,Cohesion,Friction,FOS
modelo_h_02_hwp_010_alpha_40_c_15_phi_45.hjs,2,0.2,40,15,45,2.081436564
modelo_h_02_hwp_010_alpha_40_c_20_phi_15.hjs,2,0.2,40,20,15,2.026504469
modelo_h_02_hwp_010_alpha_40_c_20_phi_20.hjs,2,0.2,40,20,20,2.070839575
modelo_h_02_hwp_010_alpha_40_c_20_phi_25.hjs,2,0.2,40,20,25,2.07486721
modelo_h_02_hwp_010_alpha_40_c_20_phi_30.hjs,2,0.2,40,20,30,2.079277187
modelo_h_02_hwp_010_alpha_40_c_20_phi_35.hjs,2,0.2,40,20,35,2.084199979
modelo_h_02_hwp_010_alpha_40_c_20_phi_40.hjs,2,0.2,40,20,40,2.089822861
modelo_h_02_hwp_010_alpha_40_c_20_phi_45.hjs,2,0.2,40,20,45,2.096411502
modelo_h_02_hwp_010_alpha_45_c_00_phi_15.hjs,2,0.2,45,0,15,0.271844811
modelo_h_02_hwp_010_alpha_45_c_00_phi_20.hjs,2,0.2,45,0,20,0.370363061
modelo_h_02_hwp_010_alpha_45_c_00_phi_25.hjs,2,0.2,45,0,25,0.475286199
modelo_h_02_hwp_010_alpha_45_c_00_phi_30.hjs,2,0.2,45,0,30,0.589055185
modelo_h_02_hwp_010_alpha_45_c_00_phi_35.hjs,2,0.2,45,0,35,0.714837743
modelo_h_02_hwp_010_alpha_45_c_00_phi_40.hjs,2,0.2,45,0,40,0.856921257
modelo_h_02_hwp_010_alpha_45_c_00_phi_45.hjs,2,0.2,45,0,45,1.021387339
modelo_h_02_hwp_010_alpha_45_c_05_phi_15.hjs,2,0.2,45,5,15,0.735314711
modelo_h_02_hwp_010_alpha_45_c_05_phi_20.hjs,2,0.2,45,5,20,0.837783895
modelo_h_02_hwp_010_alpha_45_c_05_phi_25.hjs,2,0.2,45,5,25,0.947015354
modelo_h_02_hwp_010_alpha_45_c_05_phi_30.hjs,2,0.2,45,5,30,1.06555063
modelo_h_02_hwp_010_alpha_45_c_05_phi_35.hjs,2,0.2,45,5,35,1.196704897
modelo_h_02_hwp_010_alpha_45_c_05_phi_40.hjs,2,0.2,45,5,40,1.344977978
modelo_h_02_hwp_010_alpha_45_c_05_phi_45.hjs,2,0.2,45,5,45,1.516742296
modelo_h_02_hwp_010_alpha_45_c_10_phi_15.hjs,2,0.2,45,10,15,1.1846405
modelo_h_02_hwp_010_alpha_45_c_10_phi_20.hjs,2,0.2,45,10,20,1.28708916
modelo_h_02_hwp_010_alpha_45_c_10_phi_25.hjs,2,0.2,45,10,25,1.396299979
modelo_h_02_hwp_010_alpha_45_c_10_phi_30.hjs,2,0.2,45,10,30,1.514817971
modelo_h_02_hwp_010_alpha_45_c_10_phi_35.hjs,2,0.2,45,10,35,1.645958988
modelo_h_02_hwp_010_alpha_45_c_10_phi_40.hjs,2,0.2,45,10,40,1.744832254
modelo_h_02_hwp_010_alpha_45_c_10_phi_45.hjs,2,0.2,45,10,45,1.749229664
modelo_h_02_hwp_010_alpha_45_c_15_phi_15.hjs,2,0.2,45,15,15,1.628676992
modelo_h_02_hwp_010_alpha_45_c_15_phi_20.hjs,2,0.2,45,15,20,1.736374329
modelo_h_02_hwp_010_alpha_45_c_15_phi_25.hjs,2,0.2,45,15,25,1.745998492
modelo_h_02_hwp_010_alpha_45_c_15_phi_30.hjs,2,0.2,45,15,30,1.748655351
modelo_h_02_hwp_010_alpha_45_c_15_phi_35.hjs,2,0.2,45,15,35,1.751667284
modelo_h_02_hwp_010_alpha_45_c_15_phi_40.hjs,2,0.2,45,15,40,1.755146014
modelo_h_02_hwp_010_alpha_45_c_15_phi_45.hjs,2,0.2,45,15,45,1.75925611
modelo_h_02_hwp_010_alpha_45_c_20_phi_15.hjs,2,0.2,45,20,15,1.753625964
modelo_h_02_hwp_010_alpha_45_c_20_phi_20.hjs,2,0.2,45,20,20,1.755324438
modelo_h_02_hwp_010_alpha_45_c_20_phi_25.hjs,2,0.2,45,20,25,1.757302194
modelo_h_02_hwp_010_alpha_45_c_20_phi_30.hjs,2,0.2,45,20,30,1.759597171
modelo_h_02_hwp_010_alpha_45_c_20_phi_35.hjs,2,0.2,45,20,35,1.762278559
modelo_h_02_hwp_010_alpha_45_c_20_phi_40.hjs,2,0.2,45,20,40,1.765449187
modelo_h_02_hwp_010_alpha_45_c_20_phi_45.hjs,2,0.2,45,20,45,1.769269339
modelo_h_02_hwp_010_alpha_50_c_00_phi_15.hjs,2,0.2,50,0,15,0.226661689
modelo_h_02_hwp_010_alpha_50_c_00_phi_20.hjs,2,0.2,50,0,20,0.308753746
modelo_h_02_hwp_010_alpha_50_c_00_phi_25.hjs,2,0.2,50,0,25,0.396184227
modelo_h_02_hwp_010_alpha_50_c_00_phi_30.hjs,2,0.2,50,0,30,0.490989118
modelo_h_02_hwp_010_alpha_50_c_00_phi_35.hjs,2,0.2,50,0,35,0.595809849
modelo_h_02_hwp_010_alpha_50_c_00_phi_40.hjs,2,0.2,50,0,40,0.71422472
modelo_h_02_hwp_010_alpha_50_c_00_phi_45.hjs,2,0.2,50,0,45,0.851285426
modelo_h_02_hwp_010_alpha_50_c_05_phi_15.hjs,2,0.2,50,5,15,0.6469682
modelo_h_02_hwp_010_alpha_50_c_05_phi_20.hjs,2,0.2,50,5,20,0.731891559
modelo_h_02_hwp_010_alpha_50_c_05_phi_25.hjs,2,0.2,50,5,25,0.822410733
modelo_h_02_hwp_010_alpha_50_c_05_phi_30.hjs,2,0.2,50,5,30,0.920633461
modelo_h_02_hwp_010_alpha_50_c_05_phi_35.hjs,2,0.2,50,5,35,1.029303354
modelo_h_02_hwp_010_alpha_50_c_05_phi_40.hjs,2,0.2,50,5,40,1.152152561
modelo_h_02_hwp_010_alpha_50_c_05_phi_45.hjs,2,0.2,50,5,45,1.294458891
modelo_h_02_hwp_010_alpha_50_c_10_phi_15.hjs,2,0.2,50,10,15,1.056672767
modelo_h_02_hwp_010_alpha_50_c_10_phi_20.hjs,2,0.2,50,10,20,1.141638126
modelo_h_02_hwp_010_alpha_50_c_10_phi_25.hjs,2,0.2,50,10,25,1.232188534
modelo_h_02_hwp_010_alpha_50_c_10_phi_30.hjs,2,0.2,50,10,30,1.330440663
modelo_h_02_hwp_010_alpha_50_c_10_phi_35.hjs,2,0.2,50,10,35,1.439145035
modelo_h_02_hwp_010_alpha_50_c_10_phi_40.hjs,2,0.2,50,10,40,1.485351596
modelo_h_02_hwp_010_alpha_50_c_10_phi_45.hjs,2,0.2,50,10,45,1.488445687
modelo_h_02_hwp_010_alpha_50_c_15_phi_15.hjs,2,0.2,50,15,15,1.466239793
modelo_h_02_hwp_010_alpha_50_c_15_phi_20.hjs,2,0.2,50,15,20,1.487422117
modelo_h_02_hwp_010_alpha_50_c_15_phi_25.hjs,2,0.2,50,15,25,1.489178684
modelo_h_02_hwp_010_alpha_50_c_15_phi_30.hjs,2,0.2,50,15,30,1.491098542
modelo_h_02_hwp_010_alpha_50_c_15_phi_35.hjs,2,0.2,50,15,35,1.493228868
modelo_h_02_hwp_010_alpha_50_c_15_phi_40.hjs,2,0.2,50,15,40,1.495635385
modelo_h_02_hwp_010_alpha_50_c_15_phi_45.hjs,2,0.2,50,15,45,1.498411249
modelo_h_02_hwp_010_alpha_50_c_20_phi_15.hjs,2,0.2,50,20,15,1.497898566
modelo_h_02_hwp_010_alpha_50_c_20_phi_20.hjs,2,0.2,50,20,20,1.49909906
modelo_h_02_hwp_010_alpha_50_c_20_phi_25.hjs,2,0.2,50,20,25,1.500469856
modelo_h_02_hwp_010_alpha_50_c_20_phi_30.hjs,2,0.2,50,20,30,1.502032958
modelo_h_02_hwp_010_alpha_50_c_20_phi_35.hjs,2,0.2,50,20,35,1.503826116
modelo_h_02_hwp_010_alpha_50_c_20_phi_40.hjs,2,0.2,50,20,40,1.505907622
modelo_h_02_hwp_010_alpha_50_c_20_phi_45.hjs,2,0.2,50,20,45,1.508363041
modelo_h_02_hwp_010_alpha_55_c_00_phi_15.hjs,2,0.2,55,0,15,0.188413166
modelo_h_02_hwp_010_alpha_55_c_00_phi_20.hjs,2,0.2,55,0,20,0.25657209
modelo_h_02_hwp_010_alpha_55_c_00_phi_25.hjs,2,0.2,55,0,25,0.329166506
modelo_h_02_hwp_010_alpha_55_c_00_phi_30.hjs,2,0.2,55,0,30,0.407887648
modelo_h_02_hwp_010_alpha_55_c_00_phi_35.hjs,2,0.2,55,0,35,0.494924513
modelo_h_02_hwp_010_alpha_55_c_00_phi_40.hjs,2,0.2,55,0,40,0.593266069
modelo_h_02_hwp_010_alpha_55_c_00_phi_45.hjs,2,0.2,55,0,45,0.707098686
modelo_h_02_hwp_010_alpha_55_c_05_phi_15.hjs,2,0.2,55,5,15,0.684702452
modelo_h_02_hwp_010_alpha_55_c_05_phi_20.hjs,2,0.2,55,5,20,0.755728196
modelo_h_02_hwp_010_alpha_55_c_05_phi_25.hjs,2,0.2,55,5,25,0.831471281
modelo_h_02_hwp_010_alpha_55_c_05_phi_30.hjs,2,0.2,55,5,30,0.913657457
modelo_h_02_hwp_010_alpha_55_c_05_phi_35.hjs,2,0.2,55,5,35,1.004574794
modelo_h_02_hwp_010_alpha_55_c_05_phi_40.hjs,2,0.2,55,5,40,1.107322212
modelo_h_02_hwp_010_alpha_55_c_05_phi_45.hjs,2,0.2,55,5,45,1.2263242
modelo_h_02_hwp_010_alpha_55_c_10_phi_15.hjs,2,0.2,55,10,15,1.170583201
modelo_h_02_hwp_010_alpha_55_c_10_phi_20.hjs,2,0.2,55,10,20,1.241187999
modelo_h_02_hwp_010_alpha_55_c_10_phi_25.hjs,2,0.2,55,10,25,1.260247747
modelo_h_02_hwp_010_alpha_55_c_10_phi_30.hjs,2,0.2,55,10,30,1.261281633
modelo_h_02_hwp_010_alpha_55_c_10_phi_35.hjs,2,0.2,55,10,35,1.2624312
modelo_h_02_hwp_010_alpha_55_c_10_phi_40.hjs,2,0.2,55,10,40,1.263724989
modelo_h_02_hwp_010_alpha_55_c_10_phi_45.hjs,2,0.2,55,10,45,1.265205058
modelo_h_02_hwp_010_alpha_55_c_15_phi_15.hjs,2,0.2,55,15,15,1.266147488
modelo_h_02_hwp_010_alpha_55_c_15_phi_20.hjs,2,0.2,55,15,20,1.266583991
modelo_h_02_hwp_010_alpha_55_c_15_phi_25.hjs,2,0.2,55,15,25,1.267170345
modelo_h_02_hwp_010_alpha_55_c_15_phi_30.hjs,2,0.2,55,15,30,1.267903912
modelo_h_02_hwp_010_alpha_55_c_15_phi_35.hjs,2,0.2,55,15,35,1.268772473
modelo_h_02_hwp_010_alpha_55_c_15_phi_40.hjs,2,0.2,55,15,40,1.269803722
modelo_h_02_hwp_010_alpha_55_c_15_phi_45.hjs,2,0.2,55,15,45,1.271031735
modelo_h_02_hwp_010_alpha_55_c_20_phi_15.hjs,2,0.2,55,20,15,1.273852957
modelo_h_02_hwp_010_alpha_55_c_20_phi_20.hjs,2,0.2,55,20,20,1.273871027
modelo_h_02_hwp_010_alpha_55_c_20_phi_25.hjs,2,0.2,55,20,25,1.274102458
modelo_h_02_hwp_010_alpha_55_c_20_phi_30.hjs,2,0.2,55,20,30,1.274522943
modelo_h_02_hwp_010_alpha_55_c_20_phi_35.hjs,2,0.2,55,20,35,1.275108753
modelo_h_02_hwp_010_alpha_55_c_20_phi_40.hjs,2,0.2,55,20,40,1.275875947
modelo_h_02_hwp_010_alpha_55_c_20_phi_45.hjs,2,0.2,55,20,45,1.276851048
modelo_h_02_hwp_010_alpha_60_c_00_phi_15.hjs,2,0.2,60,0,15,0.155167141
modelo_h_02_hwp_010_alpha_60_c_00_phi_20.hjs,2,0.2,60,0,20,0.211250057
modelo_h_02_hwp_010_alpha_60_c_00_phi_25.hjs,2,0.2,60,0,25,0.270839171
modelo_h_02_hwp_010_alpha_60_c_00_phi_30.hjs,2,0.2,60,0,30,0.335427517
modelo_h_02_hwp_010_alpha_60_c_00_phi_35.hjs,2,0.2,60,0,35,0.407113168
modelo_h_02_hwp_010_alpha_60_c_00_phi_40.hjs,2,0.2,60,0,40,0.487922855
modelo_h_02_hwp_010_alpha_60_c_00_phi_45.hjs,2,0.2,60,0,45,0.581435834
modelo_h_02_hwp_010_alpha_60_c_05_phi_15.hjs,2,0.2,60,5,15,0.683059801
modelo_h_02_hwp_010_alpha_60_c_05_phi_20.hjs,2,0.2,60,5,20,0.73905965
modelo_h_02_hwp_010_alpha_60_c_05_phi_25.hjs,2,0.2,60,5,25,0.799096098
modelo_h_02_hwp_010_alpha_60_c_05_phi_30.hjs,2,0.2,60,5,30,0.864511027
modelo_h_02_hwp_010_alpha_60_c_05_phi_35.hjs,2,0.2,60,5,35,0.937030783
modelo_h_02_hwp_010_alpha_60_c_05_phi_40.hjs,2,0.2,60,5,40,1.019113531
modelo_h_02_hwp_010_alpha_60_c_05_phi_45.hjs,2,0.2,60,5,45,1.075284197
modelo_h_02_hwp_010_alpha_60_c_10_phi_15.hjs,2,0.2,60,10,15,1.068777104
modelo_h_02_hwp_010_alpha_60_c_10_phi_20.hjs,2,0.2,60,10,20,1.070899564
modelo_h_02_hwp_010_alpha_60_c_10_phi_25.hjs,2,0.2,60,10,25,1.073167432
modelo_h_02_hwp_010_alpha_60_c_10_phi_30.hjs,2,0.2,60,10,30,1.075619225
modelo_h_02_hwp_010_alpha_60_c_10_phi_35.hjs,2,0.2,60,10,35,1.078311126
modelo_h_02_hwp_010_alpha_60_c_10_phi_40.hjs,2,0.2,60,10,40,1.081310835
modelo_h_02_hwp_010_alpha_60_c_10_phi_45.hjs,2,0.2,60,10,45,1.08472357
modelo_h_02_hwp_010_alpha_60_c_15_phi_15.hjs,2,0.2,60,15,15,1.080190277
modelo_h_02_hwp_010_alpha_60_c_15_phi_20.hjs,2,0.2,60,15,20,1.081887524
modelo_h_02_hwp_010_alpha_60_c_15_phi_25.hjs,2,0.2,60,15,25,1.083787978
modelo_h_02_hwp_010_alpha_60_c_15_phi_30.hjs,2,0.2,60,15,30,1.085914746
modelo_h_02_hwp_010_alpha_60_c_15_phi_35.hjs,2,0.2,60,15,35,1.088300184
modelo_h_02_hwp_010_alpha_60_c_15_phi_40.hjs,2,0.2,60,15,40,1.091011609
modelo_h_02_hwp_010_alpha_60_c_15_phi_45.hjs,2,0.2,60,15,45,1.094058758
modelo_h_02_hwp_010_alpha_60_c_20_phi_15.hjs,2,0.2,60,20,15,1.091600467
modelo_h_02_hwp_010_alpha_60_c_20_phi_20.hjs,2,0.2,60,20,20,1.092862617
modelo_h_02_hwp_010_alpha_60_c_20_phi_25.hjs,2,0.2,60,20,25,1.094389792
modelo_h_02_hwp_010_alpha_60_c_20_phi_30.hjs,2,0.2,60,20,30,1.096185388
modelo_h_02_hwp_010_alpha_60_c_20_phi_35.hjs,2,0.2,60,20,35,1.098266636
modelo_h_02_hwp_010_alpha_60_c_20_phi_40.hjs,2,0.2,60,20,40,1.100599044
modelo_h_02_hwp_010_alpha_60_c_20_phi_45.hjs,2,0.2,60,20,45,1.103457654
modelo_h_02_hwp_020_alpha_15_c_00_phi_15.hjs,2,0.4,15,0,15,0.887020907
modelo_h_02_hwp_020_alpha_15_c_00_phi_20.hjs,2,0.4,15,0,20,1.248377113
modelo_h_02_hwp_020_alpha_15_c_00_phi_25.hjs,2,0.4,15,0,25,1.630878815
modelo_h_02_hwp_020_alpha_15_c_00_phi_30.hjs,2,0.4,15,0,30,2.042885948
modelo_h_02_hwp_020_alpha_15_c_00_phi_35.hjs,2,0.4,15,0,35,2.495095193
modelo_h_02_hwp_020_alpha_15_c_00_phi_40.hjs,2,0.4,15,0,40,3.001785061
modelo_h_02_hwp_020_alpha_15_c_00_phi_45.hjs,2,0.4,15,0,45,3.582825243
modelo_h_02_hwp_020_alpha_15_c_05_phi_15.hjs,2,0.4,15,5,15,1.919607318
modelo_h_02_hwp_020_alpha_15_c_05_phi_20.hjs,2,0.4,15,5,20,2.301332796
modelo_h_02_hwp_020_alpha_15_c_05_phi_25.hjs,2,0.4,15,5,25,2.704952533
modelo_h_02_hwp_020_alpha_15_c_05_phi_30.hjs,2,0.4,15,5,30,3.142515686
modelo_h_02_hwp_020_alpha_15_c_05_phi_35.hjs,2,0.4,15,5,35,3.62657019
modelo_h_02_hwp_020_alpha_15_c_05_phi_40.hjs,2,0.4,15,5,40,4.173719017
modelo_h_02_hwp_020_alpha_15_c_05_phi_45.hjs,2,0.4,15,5,45,4.807533251
modelo_h_02_hwp_020_alpha_15_c_10_phi_15.hjs,2,0.4,15,10,15,2.775787914
modelo_h_02_hwp_020_alpha_15_c_10_phi_20.hjs,2,0.4,15,10,20,3.157684481
modelo_h_02_hwp_020_alpha_15_c_10_phi_25.hjs,2,0.4,15,10,25,3.564578336
modelo_h_02_hwp_020_alpha_15_c_10_phi_30.hjs,2,0.4,15,10,30,4.005975526
modelo_h_02_hwp_020_alpha_15_c_10_phi_35.hjs,2,0.4,15,10,35,4.494215135
modelo_h_02_hwp_020_alpha_15_c_10_phi_40.hjs,2,0.4,15,10,40,5.042896779
modelo_h_02_hwp_020_alpha_15_c_10_phi_45.hjs,2,0.4,15,10,45,5.676737101
modelo_h_02_hwp_020_alpha_15_c_15_phi_15.hjs,2,0.4,15,15,15,3.631749155
modelo_h_02_hwp_020_alpha_15_c_15_phi_20.hjs,2,0.4,15,15,20,4.013743449
modelo_h_02_hwp_020_alpha_15_c_15_phi_25.hjs,2,0.4,15,15,25,4.420753039
modelo_h_02_hwp_020_alpha_15_c_15_phi_30.hjs,2,0.4,15,15,30,4.862267423
modelo_h_02_hwp_020_alpha_15_c_15_phi_35.hjs,2,0.4,15,15,35,5.350623654
modelo_h_02_hwp_020_alpha_15_c_15_phi_40.hjs,2,0.4,15,15,40,5.902656853
modelo_h_02_hwp_020_alpha_15_c_15_phi_45.hjs,2,0.4,15,15,45,6.426129669
modelo_h_02_hwp_020_alpha_15_c_20_phi_15.hjs,2,0.4,15,20,15,4.48760108
modelo_h_02_hwp_020_alpha_15_c_20_phi_20.hjs,2,0.4,15,20,20,4.86966902
modelo_h_02_hwp_020_alpha_15_c_20_phi_25.hjs,2,0.4,15,20,25,5.276760255
modelo_h_02_hwp_020_alpha_15_c_20_phi_30.hjs,2,0.4,15,20,30,5.718370979
modelo_h_02_hwp_020_alpha_15_c_20_phi_35.hjs,2,0.4,15,20,35,6.206893848
modelo_h_02_hwp_020_alpha_15_c_20_phi_40.hjs,2,0.4,15,20,40,6.453001612
modelo_h_02_hwp_020_alpha_15_c_20_phi_45.hjs,2,0.4,15,20,45,6.499069662
modelo_h_02_hwp_020_alpha_20_c_00_phi_15.hjs,2,0.4,20,0,15,0.745119824
modelo_h_02_hwp_020_alpha_20_c_00_phi_20.hjs,2,0.4,20,0,20,1.015280996
modelo_h_02_hwp_020_alpha_20_c_00_phi_25.hjs,2,0.4,20,0,25,1.303017041
modelo_h_02_hwp_020_alpha_20_c_00_phi_30.hjs,2,0.4,20,0,30,1.615009022
modelo_h_02_hwp_020_alpha_20_c_00_phi_35.hjs,2,0.4,20,0,35,1.959933288
modelo_h_02_hwp_020_alpha_20_c_00_phi_40.hjs,2,0.4,20,0,40,2.349635494
modelo_h_02_hwp_020_alpha_20_c_00_phi_45.hjs,2,0.4,20,0,45,2.800574959
modelo_h_02_hwp_020_alpha_20_c_05_phi_15.hjs,2,0.4,20,5,15,1.442458632
modelo_h_02_hwp_020_alpha_20_c_05_phi_20.hjs,2,0.4,20,5,20,1.728356272
modelo_h_02_hwp_020_alpha_20_c_05_phi_25.hjs,2,0.4,20,5,25,2.03300143
modelo_h_02_hwp_020_alpha_20_c_05_phi_30.hjs,2,0.4,20,5,30,2.363581902
modelo_h_02_hwp_020_alpha_20_c_05_phi_35.hjs,2,0.4,20,5,35,2.729199703
modelo_h_02_hwp_020_alpha_20_c_05_phi_40.hjs,2,0.4,20,5,40,3.139549361
modelo_h_02_hwp_020_alpha_20_c_05_phi_45.hjs,2,0.4,20,5,45,3.609453362
modelo_h_02_hwp_020_alpha_20_c_10_phi_15.hjs,2,0.4,20,10,15,2.088206327
modelo_h_02_hwp_020_alpha_20_c_10_phi_20.hjs,2,0.4,20,10,20,2.374290458
modelo_h_02_hwp_020_alpha_20_c_10_phi_25.hjs,2,0.4,20,10,25,2.679063729
modelo_h_02_hwp_020_alpha_20_c_10_phi_30.hjs,2,0.4,20,10,30,3.009688937
modelo_h_02_hwp_020_alpha_20_c_10_phi_35.hjs,2,0.4,20,10,35,3.375413108
modelo_h_02_hwp_020_alpha_20_c_10_phi_40.hjs,2,0.4,20,10,40,3.788781805
modelo_h_02_hwp_020_alpha_20_c_10_phi_45.hjs,2,0.4,20,10,45,4.267540192
modelo_h_02_hwp_020_alpha_20_c_15_phi_15.hjs,2,0.4,20,15,15,2.7338017
modelo_h_02_hwp_020_alpha_20_c_15_phi_20.hjs,2,0.4,20,15,20,3.019928432
modelo_h_02_hwp_020_alpha_20_c_15_phi_25.hjs,2,0.4,20,15,25,3.324788411
modelo_h_02_hwp_020_alpha_20_c_15_phi_30.hjs,2,0.4,20,15,30,3.655501816
modelo_h_02_hwp_020_alpha_20_c_15_phi_35.hjs,2,0.4,20,15,35,4.021319239
modelo_h_02_hwp_020_alpha_20_c_15_phi_40.hjs,2,0.4,20,15,40,4.434786788
modelo_h_02_hwp_020_alpha_20_c_15_phi_45.hjs,2,0.4,20,15,45,4.741400672
modelo_h_02_hwp_020_alpha_20_c_20_phi_15.hjs,2,0.4,20,20,15,3.379264248
modelo_h_02_hwp_020_alpha_20_c_20_phi_20.hjs,2,0.4,20,20,20,3.665438478
modelo_h_02_hwp_020_alpha_20_c_20_phi_25.hjs,2,0.4,20,20,25,3.970376889
modelo_h_02_hwp_020_alpha_20_c_20_phi_30.hjs,2,0.4,20,20,30,4.301165206
modelo_h_02_hwp_020_alpha_20_c_20_phi_35.hjs,2,0.4,20,20,35,4.667057572
modelo_h_02_hwp_020_alpha_20_c_20_phi_40.hjs,2,0.4,20,20,40,4.762362781
modelo_h_02_hwp_020_alpha_20_c_20_phi_45.hjs,2,0.4,20,20,45,4.792887284
modelo_h_02_hwp_020_alpha_25_c_00_phi_15.hjs,2,0.4,25,0,15,0.57941134
modelo_h_02_hwp_020_alpha_25_c_00_phi_20.hjs,2,0.4,25,0,20,0.789732414
modelo_h_02_hwp_020_alpha_25_c_00_phi_25.hjs,2,0.4,25,0,25,1.013651046
modelo_h_02_hwp_020_alpha_25_c_00_phi_30.hjs,2,0.4,25,0,30,1.256433934
modelo_h_02_hwp_020_alpha_25_c_00_phi_35.hjs,2,0.4,25,0,35,1.52483164
modelo_h_02_hwp_020_alpha_25_c_00_phi_40.hjs,2,0.4,25,0,40,1.827989674
modelo_h_02_hwp_020_alpha_25_c_00_phi_45.hjs,2,0.4,25,0,45,2.178835518
modelo_h_02_hwp_020_alpha_25_c_05_phi_15.hjs,2,0.4,25,5,15,1.150508445
modelo_h_02_hwp_020_alpha_25_c_05_phi_20.hjs,2,0.4,25,5,20,1.375005186
modelo_h_02_hwp_020_alpha_25_c_05_phi_25.hjs,2,0.4,25,5,25,1.61421429
modelo_h_02_hwp_020_alpha_25_c_05_phi_30.hjs,2,0.4,25,5,30,1.873720804
modelo_h_02_hwp_020_alpha_25_c_05_phi_35.hjs,2,0.4,25,5,35,2.156053605
modelo_h_02_hwp_020_alpha_25_c_05_phi_40.hjs,2,0.4,25,5,40,2.473434256
modelo_h_02_hwp_020_alpha_25_c_05_phi_45.hjs,2,0.4,25,5,45,2.841092814
modelo_h_02_hwp_020_alpha_25_c_10_phi_15.hjs,2,0.4,25,10,15,1.675173197
modelo_h_02_hwp_020_alpha_25_c_10_phi_20.hjs,2,0.4,25,10,20,1.899818298
modelo_h_02_hwp_020_alpha_25_c_10_phi_25.hjs,2,0.4,25,10,25,2.139166081
modelo_h_02_hwp_020_alpha_25_c_10_phi_30.hjs,2,0.4,25,10,30,2.398854877
modelo_h_02_hwp_020_alpha_25_c_10_phi_35.hjs,2,0.4,25,10,35,2.686051336
modelo_h_02_hwp_020_alpha_25_c_10_phi_40.hjs,2,0.4,25,10,40,3.010652937
modelo_h_02_hwp_020_alpha_25_c_10_phi_45.hjs,2,0.4,25,10,45,3.386596412
modelo_h_02_hwp_020_alpha_25_c_15_phi_15.hjs,2,0.4,25,15,15,2.199582537
modelo_h_02_hwp_020_alpha_25_c_15_phi_20.hjs,2,0.4,25,15,20,2.424332326
modelo_h_02_hwp_020_alpha_25_c_15_phi_25.hjs,2,0.4,25,15,25,2.663829037
modelo_h_02_hwp_020_alpha_25_c_15_phi_30.hjs,2,0.4,25,15,30,2.923586204
modelo_h_02_hwp_020_alpha_25_c_15_phi_35.hjs,2,0.4,25,15,35,3.210897839
modelo_h_02_hwp_020_alpha_25_c_15_phi_40.hjs,2,0.4,25,15,40,3.535609586
modelo_h_02_hwp_020_alpha_25_c_15_phi_45.hjs,2,0.4,25,15,45,3.709413966
modelo_h_02_hwp_020_alpha_25_c_20_phi_15.hjs,2,0.4,25,20,15,2.723925438
modelo_h_02_hwp_020_alpha_25_c_20_phi_20.hjs,2,0.4,25,20,20,2.948751606
modelo_h_02_hwp_020_alpha_25_c_20_phi_25.hjs,2,0.4,25,20,25,3.188289893
modelo_h_02_hwp_020_alpha_25_c_20_phi_30.hjs,2,0.4,25,20,30,3.448130296
modelo_h_02_hwp_020_alpha_25_c_20_phi_35.hjs,2,0.4,25,20,35,3.707606367
modelo_h_02_hwp_020_alpha_25_c_20_phi_40.hjs,2,0.4,25,20,40,3.727204592
modelo_h_02_hwp_020_alpha_25_c_20_phi_45.hjs,2,0.4,25,20,45,3.74883931
modelo_h_02_hwp_020_alpha_30_c_00_phi_15.hjs,2,0.4,30,0,15,0.459617568
modelo_h_02_hwp_020_alpha_30_c_00_phi_20.hjs,2,0.4,30,0,20,0.636158592
modelo_h_02_hwp_020_alpha_30_c_00_phi_25.hjs,2,0.4,30,0,25,0.816657384
modelo_h_02_hwp_020_alpha_30_c_00_phi_30.hjs,2,0.4,30,0,30,1.012284082
modelo_h_02_hwp_020_alpha_30_c_00_phi_35.hjs,2,0.4,30,0,35,1.228547221
modelo_h_02_hwp_020_alpha_30_c_00_phi_40.hjs,2,0.4,30,0,40,1.47281287
modelo_h_02_hwp_020_alpha_30_c_00_phi_45.hjs,2,0.4,30,0,45,1.755494855
modelo_h_02_hwp_020_alpha_30_c_05_phi_15.hjs,2,0.4,30,5,15,0.969320082
modelo_h_02_hwp_020_alpha_30_c_05_phi_20.hjs,2,0.4,30,5,20,1.145002344
modelo_h_02_hwp_020_alpha_30_c_05_phi_25.hjs,2,0.4,30,5,25,1.332399513
modelo_h_02_hwp_020_alpha_30_c_05_phi_30.hjs,2,0.4,30,5,30,1.535888098
modelo_h_02_hwp_020_alpha_30_c_05_phi_35.hjs,2,0.4,30,5,35,1.761048123
modelo_h_02_hwp_020_alpha_30_c_05_phi_40.hjs,2,0.4,30,5,40,2.015632374
modelo_h_02_hwp_020_alpha_30_c_05_phi_45.hjs,2,0.4,30,5,45,2.310570612
modelo_h_02_hwp_020_alpha_30_c_10_phi_15.hjs,2,0.4,30,10,15,1.446224115
modelo_h_02_hwp_020_alpha_30_c_10_phi_20.hjs,2,0.4,30,10,20,1.624861096
modelo_h_02_hwp_020_alpha_30_c_10_phi_25.hjs,2,0.4,30,10,25,1.811851179
modelo_h_02_hwp_020_alpha_30_c_10_phi_30.hjs,2,0.4,30,10,30,2.014964812
modelo_h_02_hwp_020_alpha_30_c_10_phi_35.hjs,2,0.4,30,10,35,2.239788257
modelo_h_02_hwp_020_alpha_30_c_10_phi_40.hjs,2,0.4,30,10,40,2.494071806
